1	4647597	4650890
1	5027130	5068705
1	5189627	5267544
2	5267544	5414367
1	5414367	5459265
1	5733711	5785939
2	5785939	5788850
1	5788850	5795529
2	5795529	5836208
1	5836208	5868138
1	5872056	6045644
1	6106679	6111938
2	6111938	6112802
3	6112802	6135457
2	6135457	6156160
1	6156160	6247065
1	6379059	6411974
2	6411974	6421414
4	6421414	6437921
3	6437921	6494762
2	6494762	6508456
3	6508456	6514591
2	6514591	6570177
1	6570177	6587990
1	6717817	6720271
1	7412584	7492154
2	7492154	7492401
3	7492401	7492405
4	7492405	7492621
5	7492621	7492654
6	7492654	7493366
5	7493366	7494002
4	7494002	7494050
5	7494050	7494114
4	7494114	7494271
3	7494271	7494353
2	7494353	7598888
1	7598888	7610646
1	7637194	7638277
1	7778984	7787527
1	8105171	8111872
1	8125994	8128717
2	8128717	8131908
1	8131908	8276744
3	8313475	8318147
2	8318147	8332259
1	8332259	8338735
2	8338735	8344018
1	8344018	8346097
1	8500203	8503822
1	8668859	8810828
2	8810828	8812827
1	8812827	8839227
1	8931993	8934309
1	9089163	9197219
1	9238434	9240988
2	9240988	9243828
3	9243828	9246497
4	9246497	9250000
5	9250000	9255290
6	9255290	9311805
5	9311805	9316595
4	9316595	9319247
2	9319247	9327280
1	9327280	9334995
1	9455825	9457890
2	9457890	9462280
1	9599480	9609584
1	9685183	9688695
1	9748873	9780074
1	10160657	10291453
2	10291453	10292899
5	10292899	10293128
6	10293128	10293467
7	10293467	10296090
5	10296090	10297766
7	10297766	10300533
6	10300533	10300570
5	10300570	10301003
2	10301003	10301596
1	10301596	10374377
2	10374377	10382186
1	10382186	10404835
2	10404835	10405039
3	10405039	10405068
4	10405068	10406366
3	10406366	10406535
2	10406535	10406590
1	10406590	10491480
2	10491480	10493788
1	10493788	10505141
2	10561191	10565784
1	10595781	10627398
2	10627398	10628678
4	10628678	10640184
2	10640184	10642232
3	10642232	10665089
4	10665089	10673019
3	10673019	10677007
4	10677007	10678784
3	10678784	10719453
2	10719453	10782506
1	10782506	10977734
1	11295225	11320952
1	11633148	11636150
1	12066125	12263549
1	12431530	12456055
1	12521755	12641798
2	12641798	12645771
1	12645771	12665988
2	12665988	12666629
3	12666629	12668261
2	12668261	12669219
1	12669219	12694222
2	12694222	12710993
3	12710993	12743457
4	12743457	12756840
5	12756840	12758455
6	12758455	12768450
7	12768450	12769531
9	12769531	12783336
22	12783336	12788507
24	12788507	12789486
25	12789486	12790824
24	12790824	12793128
25	12793128	12793914
27	12793914	12802740
25	12802740	12802943
24	12802943	12805683
23	12805683	12811295
24	12811295	12814713
23	12814713	12815837
24	12815837	12826587
25	12826587	12826893
26	12826893	12831824
27	12831824	12833787
28	12833787	12834675
28	12834675	12836482
25	12836482	12836483
11	12836483	12849694
10	12849694	12858351
11	12858351	12859736
12	12859736	12860137
11	12860137	12871344
10	12871344	12939392
11	12939392	12959729
12	12959729	13064453
11	13064453	13065155
10	13065155	13066951
11	13066951	13068705
10	13068705	13074208
9	13074208	13076386
10	13076386	13081670
11	13081670	13082358
12	13082358	13084889
11	13084889	13092065
10	13092065	13093155
9	13093155	13093905
8	13093905	13101084
9	13101084	13101085
10	13101085	13101308
11	13101308	13108493
10	13108493	13110503
9	13110503	13223981
8	13223981	13226052
7	13226052	13245159
8	13245159	13249634
7	13249634	13300692
6	13300692	13317495
7	13317495	13340609
6	13340609	13345302
7	13345302	13366853
6	13366853	13388473
7	13388473	13388794
6	13388794	13389684
5	13389684	13393618
6	13393618	13404463
5	13404463	13420643
6	13420643	13429749
5	13429749	13566138
6	13566138	13583803
5	13583803	13587686
4	13587686	13609314
5	13609314	13610512
4	13610512	13621823
3	13621823	13635361
4	13635361	13645076
3	13645076	13646732
4	13646732	13649228
3	13649228	13652864
2	13652864	13672044
1	13672044	13749642
1	14157047	14159051
1	14167192	14177669
2	14177669	14242955
1	14242955	14244987
1	14308680	14309425
2	14309425	14309627
3	14309627	14309659
4	14309659	14311417
3	14311417	14311526
2	14311526	14311615
1	14311615	14311766
1	14337190	14339036
1	14551787	14593526
1	15128849	15133915
1	15149071	15151883
1	15361772	15362873
1	15373466	15383249
1	15402847	15423112
1	15458200	15461346
2	15461346	15466253
1	15665011	15669395
2	15669395	15681459
1	15681459	15683808
1	15888573	15967903
1	16000067	16009070
2	16009070	16024928
3	16024928	16027694
2	16027694	16028010
1	16028010	16051776
3	16213047	16219044
5	16219044	16220999
9	16220999	16222299
10	16222299	16230672
9	16230672	16235588
10	16235588	16235848
11	16235848	16236614
12	16236614	16239140
13	16239140	16240718
14	16240718	16240911
15	16240911	16240990
14	16240990	16242802
10	16242802	16244484
9	16244484	16245711
8	16245711	16248854
9	16248854	16249418
8	16249418	16251918
7	16251918	16253169
5	16253169	16256942
4	16256942	16258926
3	16258926	16259904
2	16259904	16261898
1	16261898	16262379
1	16612540	16636920
2	16636920	16660169
3	16660169	16673254
4	16673254	16675616
5	16675616	16681281
7	16681281	16682453
8	16682453	16684183
7	16684183	16684763
6	16684763	16694145
7	16694145	16705187
8	16705187	16720593
7	16720593	16727663
8	16727663	16738731
9	16738731	16758432
10	16758432	16759150
11	16759150	16760883
13	16760883	16764275
11	16764275	16764976
12	16764976	16765080
13	16765080	16765094
12	16765094	16766617
11	16766617	16767863
12	16767863	16771828
13	16771828	16781280
14	16781280	16781677
15	16781677	16782708
14	16782708	16783342
15	16783342	16786714
14	16786714	16788232
13	16788232	16789645
12	16789645	16795829
14	16795829	16806982
13	16806982	16820714
14	16820714	16847039
15	16847039	16869758
14	16869758	16878776
15	16878776	16880179
16	16880179	16882144
17	16882144	16882158
18	16882158	16882680
16	16882680	16884242
17	16884242	16884707
18	16884707	16885111
17	16885111	16885334
16	16885334	16885348
15	16885348	16887326
16	16887326	16890262
15	16890262	16891008
16	16891008	16891707
17	16891707	16896887
16	16896887	16902301
15	16902301	16908818
15	16908818	16914867
14	16914867	16918233
13	16918233	16923823
12	16923823	16925145
11	16925145	16926528
10	16926528	16928609
11	16928609	16955830
10	16955830	16957629
9	16957629	16998245
8	16998245	17049946
9	17049946	17054365
10	17054365	17067069
9	17067069	17067742
10	17067742	17078099
9	17078099	17081919
10	17081919	17087300
11	17087300	17093441
12	17093441	17097845
13	17097845	17102198
12	17102198	17118179
13	17118179	17124754
12	17124754	17126415
13	17126415	17127064
12	17127064	17130584
11	17130584	17134834
10	17134834	17137953
8	17137953	17152562
7	17152562	17153121
6	17153121	17153536
5	17153536	17172314
4	17172314	17180745
3	17180745	17237613
2	17237613	17279980
3	17279980	17322088
2	17322088	17325509
3	17325509	17356568
2	17356568	17357086
1	17357086	17415709
1	17467179	17482320
2	17482320	17486396
1	17486396	17488383
1	17488383	17493999
1	17548102	17548480
2	17548480	17549701
1	17549701	17550349
1	17760550	17775885
1	18154502	18361688
1	20270133	20279673
2	20279673	20280768
3	20280768	20281961
2	20281961	20283272
1	20283272	20315058
1	20473599	20477546
1	21300656	21303960
1	21566164	21608771
2	21608771	21610807
3	21610807	21626890
4	21626890	21654568
5	21654568	21666231
4	21666231	21671935
3	21671935	21679151
2	21679151	21722520
3	21722520	21755407
4	21755407	21761927
5	21761927	21762222
4	21762222	21762973
3	21762973	21815001
2	21815001	21923069
1	21923069	22004531
2	22004531	22004545
3	22004545	22007820
4	22007820	22009930
3	22009930	22009931
2	22009931	22014653
3	22014653	22019664
5	22019664	22039203
4	22039203	22073585
3	22073585	22095108
5	22095108	22180202
6	22180202	22182702
7	22182702	22193098
8	22193098	22195709
7	22195709	22200865
6	22200865	22205018
5	22205018	22209830
4	22209830	22213247
3	22213247	22213608
2	22213608	22219083
1	22219083	22285444
1	22372117	22374433
2	22374433	22379438
1	22472667	22481250
1	22776986	22777074
1	22777074	22777075
2	22777075	22777082
1	22777082	22778172
1	22798842	22954610
2	22954610	23016810
1	23016810	23135997
1	23183977	23211560
1	23317319	23321760
1	23466481	23467647
2	23467647	23473813
3	23473813	23473875
4	23473875	23474298
5	23474298	23475266
6	23475266	23475320
7	23475320	23477590
6	23477590	23477997
5	23477997	23480056
4	23480056	23480300
3	23480300	23481657
2	23481657	23483526
1	23483526	23485360
1	23682227	23683902
1	23763647	23767838
1	23876065	23879493
1	24387442	24392934
2	24392934	24396261
1	24396261	24398896
1	24667583	24687729
1	24768045	24774830
1	24831331	24839597
1	25031013	25031257
2	25031257	25031274
3	25031274	25031290
5	25031290	25031291
6	25031291	25031293
7	25031293	25034095
6	25034095	25034096
5	25034096	25034112
2	25034112	25034166
1	25034166	25034311
1	25318097	25336438
1	25392210	25398468
2	25415444	25445605
4	25445605	25456642
5	25456642	25457932
6	25457932	25458507
7	25458507	25462081
8	25462081	25463365
9	25463365	25464374
10	25464374	25465073
11	25465073	25465715
12	25465715	25482036
13	25482036	25488723
14	25488723	25508084
13	25508084	25510392
14	25510392	25518794
15	25518794	25521045
14	25521045	25534592
13	25534592	25536111
12	25536111	25536138
11	25536138	25536785
10	25536785	25537088
9	25537088	25537445
8	25537445	25538189
9	25538189	25544725
7	25544725	25555299
6	25555299	25559491
5	25559491	25561644
6	25561644	25562767
4	25562767	25566191
3	25566191	25570393
2	25570393	25590811
1	25590811	25611481
1	25961529	25965424
1	26327011	26328474
2	26328474	26341412
1	26341412	26355920
1	26801797	26840153
2	26840153	26843119
3	26843119	26846117
2	26846117	26881991
1	26881991	26884491
1	26999996	27023596
1	27029262	27193580
1	27534822	27604238
1	27644596	27817946
1	28437053	28444819
1	28536220	28545309
2	28545309	28550541
3	28550541	28550978
4	28550978	28555082
3	28555082	28558787
2	28558787	28565842
1	28565842	28568097
1	28580390	28611219
1	28810774	28820198
1	28950199	28952457
1	28980482	29012343
1	29205353	29235370
1	29708903	29740480
1	30117823	30118894
1	30258715	30260927
1	30478922	30514243
1	30806384	30806693
1	30812981	30814475
1	30895173	30897439
1	31449037	31450756
1	31454967	31493043
2	31493043	31494148
1	31494148	31494727
2	31494727	31504561
3	31504561	31507427
4	31507427	31508721
3	31508721	31513729
2	31513729	31734799
3	31734799	31738563
4	31738563	31742864
5	31742864	31742964
6	31742964	31743062
7	31743062	31744131
7	31744131	31746448
6	31746448	31747068
5	31747068	31749022
4	31749022	31749729
3	31749729	31757297
4	31757297	31760159
3	31760159	31765936
2	31765936	31773326
3	31773326	31802980
2	31802980	31811117
3	31811117	31850649
4	31850649	31858544
3	31858544	31861070
2	31861070	31906324
3	31906324	31919351
2	31919351	32129437
1	32129437	32135537
2	32135537	32184713
1	32184713	32221830
2	32221830	32224443
1	32224443	32238918
1	32891848	32896738
1	32949046	32960946
2	32960946	32968932
1	32968932	32974405
1	33093188	33128510
2	33128510	33136682
1	33136682	33152695
1	33248869	33249021
2	33249021	33251399
1	33251399	33251543
1	33251560	33251590
2	33251590	33252709
1	33252709	33252784
2	33252784	33259556
1	33259556	33259567
1	33557214	33569141
2	33569141	33592721
1	33643387	33649647
1	34100866	34183579
1	34193283	34314311
2	34314311	34379570
1	34379570	34697183
1	34849389	34851786
2	34862127	34867574
3	34867574	34870638
4	34870638	34875241
5	34875241	34876909
7	34876909	34877078
6	34877078	34877089
7	34877089	34879856
8	34879856	34880863
5	34880863	34883404
4	34883404	34884075
3	34884075	34887178
1	34887178	34887955
1	35482364	35514250
1	35656892	35666141
1	36376607	36389324
1	36392726	36442938
2	36442938	36447154
1	36447154	36659675
1	37196592	37196734
2	37196734	37198618
1	37198618	37198627
1	37714745	37729963
2	37729963	37747866
1	37747866	37826968
1	37961428	37963212
2	37963212	37965124
1	38414624	38417452
1	38622926	38624937
1	38856803	38859937
1	38901188	38901191
2	38901191	38901325
3	38901325	38907229
4	38907229	38908792
3	38908792	38909659
2	38909659	38909786
1	38909786	38910242
1	39150888	39157686
1	39343798	39351119
1	39561057	39562375
1	39957320	39997730
2	39997730	40079485
1	40079485	40161162
2	40161162	40168129
1	40168129	40276366
2	40276366	40288983
3	40288983	40307654
2	40307654	40311292
3	40311292	40324735
4	40324735	40324944
5	40324944	40326227
4	40326227	40326380
3	40326380	40331835
2	40331835	40433019
1	40433019	40504667
1	40738766	40740139
2	40740139	40742251
1	40742251	40743009
1	40794272	40794563
2	40794563	40799336
1	40799336	40801210
1	41116195	41119794
2	41119794	41119815
5	41119815	41129367
6	41129367	41147029
5	41147029	41147030
2	41147030	41149087
1	41149087	41156425
1	41171348	41172556
1	41236609	41250124
1	43142818	43143142
1	43466652	43468133
1	43689996	43706276
1	43777867	43778515
2	43778515	43831639
3	43831639	43832473
2	43832473	43844653
1	43864440	43866796
1	43868287	43878235
1	44259986	44425691
1	44544896	44720377
1	45568702	45680850
1	45941452	45941819
1	46015346	46024503
1	46092101	46125487
2	46125487	46125569
3	46125569	46130597
2	46130597	46133737
1	46133737	46266047
3	46266047	46273580
2	46273580	46275423
1	46275423	46279011
1	46586130	46592914
1	47486248	47501675
1	47548818	47549941
1	47835937	47837606
1	47947454	47950514
1	48494706	48496264
1	49313712	49320229
1	49701076	49721593
1	50257596	50260873
1	50272848	50321811
1	51798132	51802312
1	52078423	52141200
2	52141200	52187326
1	52187326	52314287
1	52898603	52961730
2	52961730	53061769
1	53061769	53163533
1	53261038	53261152
2	53261152	53262328
1	53262328	53296492
2	53296492	53304705
1	53304705	53308066
2	53308066	53315381
1	53315381	53340309
1	53401403	53403119
1	53418151	53497027
1	53591521	53592861
1	53691140	53773478
2	53773478	53774667
1	53774667	53801824
1	54140841	54142318
1	54350989	54363910
1	54385957	54387727
1	54427443	54436306
1	54832635	54842574
1	54861486	54864797
2	54864797	54864861
3	54864861	54864862
4	54864862	54868555
3	54868555	54868556
2	54868556	54876172
1	54876172	54879213
1	55042239	55074266
2	55074266	55074411
3	55074411	55076209
2	55076209	55078004
1	55078004	55081197
1	55296572	55298884
1	55496405	55497788
1	55620561	55625575
3	55625575	55627403
2	55627403	55633149
1	55633149	55743716
1	56500834	56504268
1	56603427	56603682
2	56603682	56607644
1	56607644	56607840
1	57288465	57320489
2	57320489	57321642
1	57321642	57327168
3	57327168	57329605
2	57329605	57330299
1	57330299	57408242
1	57722008	57723439
1	58494898	58505638
1	58516230	58516462
2	58516462	58516483
3	58516483	58517525
2	58517525	58517588
1	58517588	58517638
1	58568421	58575196
1	58913802	58915189
1	58927985	58929843
1	59099890	59263763
1	59799705	59816510
2	59816510	59819356
3	59819356	59822221
2	59822221	59830867
1	59830867	59844580
1	59878705	59879763
1	59901614	59924564
1	60081647	60085454
1	61732093	61735957
1	61853831	61855212
2	61855212	61856325
1	61856325	61856548
1	61884829	61886002
2	61886002	61886378
3	61886378	61886594
4	61886594	61890775
3	61890775	61891818
2	61891818	61892114
1	61892114	61892933
1	62052182	62168311
2	62168311	62209141
3	62209141	62210460
6	62210460	62211975
7	62211975	62212138
6	62212138	62214376
6	62214376	62215834
3	62215834	62223645
2	62223645	62227023
1	62227023	62290535
1	62425508	62430564
1	62539115	62542475
1	63254630	63258935
1	63477718	63477954
2	63477954	63480744
1	63480744	63480984
1	64449736	64548984
1	64615315	64624133
1	64960097	64965173
1	65769214	65796348
2	65796348	65803176
1	65803176	65807086
1	65813532	65816494
1	65943589	65944594
1	65946538	65946974
2	65946974	65950272
1	65950272	65951791
1	66030426	66041654
1	66601844	66603938
1	66851605	66853397
1	67041230	67054777
2	67054777	67066651
1	67066651	67066731
1	67485262	67565850
2	67565850	67568162
1	67568162	67607550
1	67780356	67781651
1	68349987	68354587
1	69768614	69775243
1	70248382	70339569
1	70894407	70897146
1	71077666	71079337
1	71376291	71406307
1	71621625	71710282
1	72249809	72255233
1	72389150	72394051
2	72394051	72429646
1	72429646	72507579
3	72507579	72514984
4	72514984	72515916
5	72515916	72519167
6	72519167	72523215
5	72523215	72526998
6	72526998	72527759
7	72527759	72528280
8	72528280	72528696
9	72528696	72528701
10	72528701	72535216
11	72535216	72535958
10	72535958	72536259
9	72536259	72536260
8	72536260	72536354
9	72536354	72536662
8	72536662	72536983
9	72536983	72537535
8	72537535	72538468
9	72538468	72538666
10	72538666	72538693
11	72538693	72538803
12	72538803	72538850
13	72538850	72539082
14	72539082	72539171
16	72539171	72540340
19	72540340	72541504
20	72541504	72542017
21	72542017	72549855
20	72549855	72550161
19	72550161	72561278
18	72561278	72578706
17	72578706	72579542
16	72579542	72583736
15	72583736	72584228
13	72584228	72584229
12	72584229	72584603
11	72584603	72584609
10	72584609	72584696
9	72584696	72585667
8	72585667	72586954
7	72586954	72587612
6	72587612	72588822
5	72588822	72592133
4	72592133	72595782
2	72595782	72595974
1	72595974	72698844
1	72784767	72784816
2	72784816	72793831
3	72793831	72856809
2	72856809	72860746
1	72860746	72860767
1	72869688	72887793
1	72954200	73079758
1	73364824	73367621
1	73367621	73373402
1	73385687	73452929
2	73452929	73454531
3	73454531	73483916
2	73483916	73484611
1	73484611	73548272
1	75613443	75615913
2	75615913	75621318
1	75621318	75621564
1	75759492	75774808
2	75774808	75805744
1	75805744	75852969
2	75852969	75855022
1	75855022	75855996
2	75855996	75859509
3	75859509	75866822
4	75866822	75891203
3	75891203	75894326
2	75894326	75929574
1	75929574	75960336
2	76720632	76792185
1	76792185	76792574
1	76942605	76962938
1	77011006	77017115
2	77017115	77065340
1	77065340	77070546
2	77070546	77075473
1	77075473	77077991
1	77104310	77107021
2	77547001	77547460
3	77547460	77547602
4	77547602	77551196
2	77551196	77552420
1	77552420	77561050
1	77605023	77606390
1	78421079	78421855
2	78421855	78432177
1	78432177	78433560
1	78781032	78973179
1	79286032	79358240
1	79405655	79409914
2	79607654	79649623
1	79841670	79866149
2	79866149	79873901
1	79873901	79994370
2	79994370	79994371
3	79994371	79995618
1	79995618	80093606
2	80093606	80345333
1	80345333	80567218
2	80567218	80567966
1	80567966	81038591
2	81038591	81048766
3	81048766	81052898
1	81052898	81154388
2	81154388	81175575
3	81175575	81177315
4	81177315	81177360
5	81177360	81183598
4	81183598	81183618
3	81183618	81183857
2	81183857	81195935
1	81195935	81293960
2	81293960	81306628
1	81306628	81432727
2	81432727	81434147
1	81434147	81616474
1	81660005	81669334
1	81805674	81853674
2	81853674	81892460
1	81892460	81979888
1	82665083	82672074
1	82851559	82898294
2	82898294	82898511
3	82898511	82898546
5	82898546	82898564
6	82898564	82900157
4	82900157	82900175
3	82900175	82900299
2	82900299	82900447
1	82900447	82950167
1	83027351	83030913
1	83074867	83076972
1	83101150	83172925
2	83172925	83274363
3	83274363	83336614
2	83336614	83375945
3	83375945	83390056
4	83390056	83393630
3	83393630	83403829
2	83403829	83495639
3	83495639	83512991
3	83512991	83545170
2	83545170	83618302
3	83618302	83629957
2	83629957	83716816
1	83716816	83780899
1	84007222	84008354
1	84289565	84289702
2	84289702	84289977
3	84289977	84290254
4	84290254	84290484
5	84290484	84290527
6	84290527	84290533
7	84290533	84297220
5	84297220	84297231
4	84297231	84297278
3	84297278	84297495
2	84297495	84297825
1	84297825	84300266
1	84483817	84484350
2	84484350	84484558
3	84484558	84484595
4	84484595	84484742
5	84484742	84488456
4	84488456	84488508
3	84488508	84488532
2	84488532	84488581
1	84488581	84488681
1	84668621	84670569
1	85012152	85013886
1	85314628	85618837
1	85683879	85687990
1	86173303	86173388
2	86173388	86173636
3	86173636	86175057
5	86175057	86176916
4	86176916	86177084
2	86177084	86177299
1	86177299	86177711
1	86476779	86479953
1	86513349	86514535
2	87409982	87412646
1	87493441	87507691
1	87847397	87854193
1	88055598	88075192
1	88089816	88098295
1	89029966	89133108
1	89184656	89248672
2	89248672	89249037
3	89249037	89251025
2	89251025	89251662
1	89251662	89285439
2	89285439	89292763
1	89292763	89333311
1	90592580	90755887
1	91208825	91215100
1	91563464	91573795
1	92004649	92005921
1	92129369	92351832
2	92351832	92352263
1	92352263	92357103
1	92441870	92578217
1	93008619	93014050
1	94020344	94060781
2	94060781	94060904
3	94060904	94060954
4	94060954	94060963
5	94060963	94063617
4	94063617	94063847
3	94063847	94063940
2	94063940	94064085
1	94064085	94065496
1	94176826	94277133
1	94892378	94901134
2	94901134	94901379
3	94901379	94903354
4	94903354	94904517
8	94904517	94906767
9	94906767	94910672
11	94910672	94915316
10	94915316	94923454
11	94923454	94924401
10	94924401	94925850
4	94925850	94926867
3	94926867	94927828
2	94927828	94927987
1	94927987	94931191
1	95268437	95294768
2	95294768	95298755
1	95298755	95469800
2	95469800	95475714
1	95475714	95526143
2	95526143	95527418
1	95527418	95527429
1	95563395	95593001
1	96069014	96078021
1	96188339	96259130
2	96259130	96260923
1	96260923	96297173
2	96297173	96303501
1	96303501	96318702
1	97283457	97284450
1	97680297	97814308
2	97814308	97823244
1	97823244	97873732
1	98282476	98284000
1	98326518	98333214
1	99768413	99937227
1	100132243	100214457
2	100214457	100216125
1	100216125	100270930
1	101756396	101757520
1	101781132	101784062
2	101784062	101786303
1	101786303	101787166
1	102096209	102098748
2	102138728	102144927
3	102144927	102189681
2	102189681	102203222
1	102203222	102207718
1	102223324	102341511
1	102341511	102401197
2	102401197	102420526
3	102420526	102428272
4	102428272	102439976
5	102439976	102569407
4	102569407	102600918
3	102600918	102622567
2	102622567	102635435
1	102635435	102767806
1	103211383	103321085
1	103418204	103427873
1	103519977	103523370
1	103762947	103797425
2	103797425	103904580
3	103904580	103905304
4	103905304	103906493
5	103906493	103907158
8	103907158	103910761
9	103910761	103917322
10	103917322	103920269
9	103920269	103930296
7	103930296	103941067
8	103941067	103956056
9	103956056	103960907
8	103960907	103965256
7	103965256	103979519
9	103979519	103995201
10	103995201	104014104
9	104014104	104094805
8	104094805	104094855
6	104094855	104102680
4	104102680	104112353
5	104112353	104112354
6	104112354	104113235
7	104113235	104113271
6	104113271	104117593
5	104117593	104118077
4	104118077	104131400
3	104131400	104136060
4	104136060	104142502
3	104142502	104144421
2	104144421	104185498
1	104185498	104219709
2	104219709	104221299
1	104221299	104253525
1	104274099	104276563
2	104276563	104279745
3	104279745	104287436
2	104287436	104294811
1	104294811	104294899
1	104426511	104431824
1	104670836	104673009
1	105055522	105056321
2	105056321	105057756
1	105057756	105057888
1	105627084	105634380
2	105634380	105635582
3	105635582	105641635
2	105641635	105647162
1	105647162	105751839
1	105755519	105776578
2	105776578	105783414
1	105783414	105789056
2	105789056	105795754
1	105795754	105806170
2	105806170	105816477
3	105816477	105816667
4	105816667	105817147
5	105817147	105817308
6	105817308	105817324
7	105817324	105817337
8	105817337	105818005
9	105818005	105820367
10	105820367	105820728
11	105820728	105823439
10	105823439	105823898
9	105823898	105824034
8	105824034	105824920
7	105824920	105824952
6	105824952	105824965
5	105824965	105825002
4	105825002	105825154
3	105825154	105825716
2	105825716	105827431
4	105827431	105830601
5	105830601	105839003
6	105839003	105851606
5	105851606	105861577
6	105861577	105864416
5	105864416	105882130
4	105882130	105888503
3	105888503	105915479
3	105915479	105924364
2	105924364	105924888
3	105924888	105936885
4	105936885	105938440
3	105938440	105946185
4	105946185	105952402
5	105952402	105953553
4	105953553	105959460
3	105959460	105964901
4	105964901	105966387
5	105966387	105969819
6	105969819	106000090
3	106000090	106016548
2	106016548	106021418
3	106021418	106025589
2	106025589	106036917
1	106036917	106110789
2	106110789	106116611
1	106116611	106209345
1	106378678	106562085
2	106562085	106580566
3	106580566	106616366
4	106616366	106619049
3	106619049	106621321
2	106621321	106647676
1	106647676	106683105
1	107023241	107025005
1	107175823	107206654
1	107285151	107455508
2	107455508	107458928
3	107458928	107464933
2	107464933	107511243
1	107511243	107642406
1	107691171	107700129
1	108013196	108216400
1	108420397	108514072
2	108514072	108516143
3	108516143	108525759
2	108525759	108528929
3	108528929	108533286
4	108533286	108534656
5	108534656	108534810
6	108534810	108534846
8	108534846	108534848
9	108534848	108534947
11	108534947	108534961
12	108534961	108535758
13	108535758	108538705
10	108538705	108538706
9	108538706	108538774
8	108538774	108538776
7	108538776	108538814
6	108538814	108538892
5	108538892	108538971
4	108538971	108539019
3	108539019	108541028
2	108541028	108541777
1	108541777	108590772
2	108590772	108591939
1	108591939	108593907
2	108593907	108604493
3	108604493	108619360
4	108619360	108654504
3	108654504	108710763
4	108710763	108727420
5	108727420	108728242
4	108728242	108729983
5	108729983	108752274
4	108752274	108778174
3	108778174	108779753
4	108779753	108787720
3	108787720	108791889
2	108791889	108812677
1	108812677	108826536
2	108826536	108827814
1	108827814	108898201
1	109142222	109168396
2	109168396	109169467
5	109169467	109169550
6	109169550	109173397
4	109173397	109173449
3	109173449	109173634
2	109173634	109178806
1	109178806	109184766
2	109217748	109267586
1	109267586	109268856
2	109268856	109270231
1	109270231	109298377
2	109298377	109299668
1	109299668	109370160
2	109370160	109374706
3	109374706	109376814
